t,spot,imp_px,exp_px,batt,grid,soc,expw,pvgen,direct,pvbatt,pvexp,loadw,ev
1789088400,0.39298,1.22,0.497,0.0,11254.0,65.5,0.0,1999.9,810.0,602.0,587.9,11178.0,10550.645
1789089300,0.35561,1.19,0.4596,0.0,11537.0,65.5,0.0,1999.9,810.0,602.0,587.9,11442.0,10510.955
1789090200,0.37586,1.21,0.4799,0.0,935.0,65.5,0.0,1999.9,810.0,602.0,587.9,902.0,0.0
1789091100,0.43461,1.27,0.5386,0.0,859.0,65.5,0.0,1999.9,810.0,602.0,587.9,831.0,0.0
1789092000,0.45665,1.29,0.5606,0.0,755.0,65.5,0.0,1999.9,810.0,602.0,587.9,733.0,0.0
1789092900,0.33681,1.17,0.4408,0.0,971.0,65.5,0.0,1999.9,810.0,602.0,587.9,943.0,0.0
1789093800,0.39712,1.23,0.5011,0.0,927.0,65.5,0.0,1999.9,810.0,602.0,587.9,900.0,0.0
1789094700,0.4148,1.25,0.5188,0.0,919.0,65.5,0.0,1999.9,810.0,602.0,587.9,900.0,0.0
1789095600,0.5671,1.4,0.6711,-985.0,0.0,64.4,0.0,1999.9,810.0,602.0,587.9,943.0,0.0
1789096500,0.64207,1.47,0.7461,-947.0,-9.0,63.3,0.0,1999.9,810.0,602.0,587.9,896.0,0.0
1789097400,0.95102,1.78,1.055,-1054.0,22.0,62.2,0.0,1999.9,810.0,602.0,587.9,960.0,0.0
1789098300,1.06302,1.89,1.167,-1718.0,-323.0,60.0,0.0,1999.9,810.0,602.0,587.9,1572.0,0.0
1789099200,1.28693,2.12,1.3909,-1289.0,0.0,57.7,0.0,1999.9,810.0,602.0,587.9,1343.0,0.0
1789100100,1.24419,2.08,1.3482,-2591.0,-19.0,54.4,0.0,1999.9,810.0,602.0,587.9,2547.0,1694.239
1789101000,1.30886,2.14,1.4129,-2718.0,4.0,51.1,61.0,1999.9,810.0,602.0,587.9,2675.0,1822.096
1789101900,1.33695,2.17,1.441,-1002.0,29.0,48.8,23.0,1999.9,810.0,602.0,587.9,1095.0,0.0
1789102800,1.56645,2.4,1.6704,-1019.0,26.0,47.7,46.0,1999.9,810.0,602.0,587.9,1398.0,0.0
1789103700,1.39905,2.23,1.503,-1002.0,28.0,45.5,33.0,2000.0,810.1,602.0,587.9,1459.0,0.0
1789104600,1.51285,2.34,1.6169,-646.0,6.0,44.4,34.0,2000.1,810.2,602.0,587.9,1336.0,0.0
1789105500,1.62687,2.46,1.7309,-8622.0,-8101.0,33.3,8092.0,2000.4,810.5,602.0,587.9,1460.0,0.0
1789106400,1.62777,2.46,1.7318,-7975.0,-7823.0,22.2,7819.0,2000.7,810.8,602.0,587.9,1612.0,0.0
1789107300,1.59957,2.43,1.7036,-463.0,-13.0,22.2,0.0,2001.2,811.3,602.0,587.9,1330.0,0.0
1789108200,1.58749,2.42,1.6915,-482.0,-31.0,21.1,0.0,2001.3,811.4,602.0,587.9,1412.0,0.0
1789109100,1.6083,2.44,1.7123,-7205.0,-7417.0,14.4,7366.0,2001.7,811.8,602.0,587.9,1435.0,0.0
1789110000,1.50043,2.33,1.6044,0.0,-808.0,14.4,834.0,2001.9,812.0,602.0,587.9,722.0,0.0
1789110900,1.55537,2.39,1.6594,-4401.0,-6213.0,10.0,6180.0,2002.6,812.3,602.0,588.3,937.0,0.0
1789111800,1.47335,2.3,1.5774,-3200.0,-4616.0,8.8,4578.0,2002.9,812.5,602.0,588.4,886.0,0.0
1789112700,1.47559,2.31,1.5796,0.0,-1676.0,8.8,1716.0,2003.8,812.9,602.0,588.9,688.0,0.0
1789113600,1.42837,2.26,1.5324,-2001.0,-3239.0,8.8,3221.0,2004.2,813.0,602.0,589.2,940.0,0.0
1789114500,1.42949,2.26,1.5335,-2001.0,-3071.0,8.8,3047.0,2005.0,813.4,602.0,589.6,688.0,0.0
1789115400,1.38316,2.21,1.4872,-2002.0,-2228.0,6.6,2245.0,2005.2,813.5,602.0,589.7,518.0,0.0
1789116300,1.33527,2.17,1.4393,-1201.0,-631.0,6.6,597.0,2005.4,813.7,602.0,589.7,947.0,0.0
1789117200,1.28122,2.11,1.3852,-456.0,6.0,6.6,0.0,2005.5,813.8,602.0,589.7,998.0,0.0
1789118100,1.25806,2.09,1.3621,0.0,-1380.0,6.6,1457.0,2006.0,814.1,602.0,589.9,683.0,0.0
1789119000,1.21409,2.05,1.3181,0.0,-1645.0,6.6,1651.0,2006.4,814.2,602.0,590.2,708.0,0.0
1789119900,1.16194,1.99,1.2659,0.0,-566.0,6.6,564.0,2007.0,814.5,602.0,590.5,668.0,0.0
1789120800,1.07824,1.91,1.1822,0.0,-1703.0,6.6,1075.0,2007.3,814.6,602.0,590.7,846.0,0.0
1789121700,1.14214,1.97,1.2461,0.0,-3444.0,6.6,3346.0,2008.4,814.9,602.0,591.5,689.0,0.0
1789122600,1.05441,1.89,1.1584,0.0,-290.0,6.6,320.0,2009.1,815.1,602.0,592.0,513.0,0.0
1789123500,1.00708,1.84,1.1111,3298.0,-340.0,10.0,358.0,2010.4,815.4,602.5,592.5,1072.0,0.0
1789124400,1.00708,1.84,1.1111,1518.0,-1975.0,12.2,1935.0,2011.1,815.6,602.8,592.7,729.0,0.0
1789125300,0.87727,1.71,0.9813,150.0,8.0,15.5,0.0,2012.6,815.9,603.7,593.0,1003.0,0.0
1789126200,0.85378,1.69,0.9578,3148.0,-10.0,18.8,0.0,2013.0,816.1,603.9,593.0,1096.0,0.0
1789127100,0.85926,1.69,0.9633,372.0,-25.0,20.0,0.0,2013.8,816.4,604.4,593.0,847.0,0.0
1789128000,0.74042,1.57,0.8444,3002.0,-6.0,23.3,0.0,2014.3,816.6,604.7,593.0,802.0,0.0
1789128900,0.92987,1.76,1.0339,3293.0,10.0,26.6,0.0,2015.6,816.9,605.7,593.0,558.0,0.0
1789129800,0.87548,1.71,0.9795,3314.0,-29.0,31.1,0.0,2016.2,817.0,606.2,593.0,784.0,0.0
1789130700,0.87862,1.71,0.9826,3615.0,-4.0,35.5,0.0,2017.5,817.3,607.2,593.0,474.0,0.0
1789131600,0.78317,1.61,0.8872,2875.0,8.0,38.8,26.0,2018.2,817.4,607.8,593.0,746.0,0.0
1789132500,0.88175,1.71,0.9858,507.0,-25.0,42.2,0.0,2019.4,817.7,608.7,593.0,454.0,0.0
1789133400,0.88052,1.71,0.9845,2792.0,7.0,44.4,27.0,2019.8,817.8,609.0,593.0,824.0,0.0
1789134300,0.95102,1.78,1.055,2860.0,-61.0,46.6,0.0,2020.6,818.0,609.6,593.0,591.0,0.0
1789135200,0.99242,1.82,1.0964,406.0,16.0,48.8,0.0,2021.0,818.1,609.9,593.0,767.0,0.0
1789136100,0.96086,1.79,1.0649,124.0,0.0,50.0,0.0,2021.6,818.4,610.2,593.0,513.0,0.0
1789137000,1.03539,1.87,1.1394,-203.0,-3.0,50.0,0.0,2021.9,818.5,610.3,593.1,769.0,0.0
1789137900,1.09424,1.93,1.1982,586.0,-26.0,51.1,0.0,2022.3,818.8,610.4,593.1,504.0,0.0
1789138800,1.1973,2.03,1.3013,1289.0,39.0,52.2,0.0,2022.6,818.9,610.6,593.1,706.0,0.0
1789139700,1.51296,2.34,1.617,1070.0,0.0,53.3,0.0,2023.3,819.2,611.0,593.1,550.0,0.0
1789140600,1.72456,2.56,1.8286,555.0,0.0,54.4,0.0,2023.5,819.3,611.1,593.1,659.0,0.0
1789141500,1.92609,2.76,2.0301,0.0,-532.0,54.4,536.0,2024.0,819.6,611.2,593.2,465.0,0.0
1789142400,2.07972,2.91,2.1837,0.0,64.0,54.4,0.0,2024.1,819.7,611.2,593.2,684.0,0.0
1789143300,2.14776,2.98,2.2518,0.0,84.0,54.4,0.0,2024.4,819.9,611.2,593.3,660.0,0.0
1789144200,2.1435,2.97,2.2475,-179.0,-29.0,54.4,0.0,2024.5,820.0,611.2,593.3,626.0,0.0
1789145100,1.85973,2.69,1.9637,-585.0,-21.0,53.3,20.0,2024.7,820.2,611.2,593.3,715.0,0.0
1789146000,1.74549,2.58,1.8495,-625.0,-15.0,53.3,0.0,2024.7,820.2,611.2,593.3,660.0,0.0
1789146900,2.10065,2.93,2.2046,-750.0,16.0,52.2,0.0,2024.7,820.2,611.2,593.3,717.0,0.0
1789147800,2.13646,2.97,2.2405,-767.0,-12.0,51.1,0.0,2024.7,820.2,611.2,593.3,690.0,0.0
1789148700,1.86689,2.7,1.9709,-922.0,-31.0,50.0,30.0,2024.7,820.2,611.2,593.3,857.0,0.0
1789149600,1.7456,2.58,1.8496,-1274.0,-33.0,48.8,0.0,2024.7,820.2,611.2,593.3,1220.0,0.0
1789150500,1.74549,2.58,1.8495,-1375.0,-6.0,46.6,0.0,2024.7,820.2,611.2,593.3,1365.0,0.0
1789151400,1.69457,2.53,1.7986,-1344.0,-21.0,44.4,0.0,2024.7,820.2,611.2,593.3,1309.0,0.0
1789152300,1.59375,2.42,1.6978,-1438.0,5.0,43.3,0.0,2024.7,820.2,611.2,593.3,1365.0,0.0
1789153200,1.45802,2.29,1.562,-1401.0,-23.0,41.1,0.0,2024.7,820.2,611.2,593.3,1357.0,0.0
1789154100,1.31703,2.15,1.421,-1461.0,0.0,38.8,71.0,2024.7,820.2,611.2,593.3,1330.0,0.0
1789155000,1.29297,2.12,1.397,-1429.0,0.0,37.7,0.0,2024.7,820.2,611.2,593.3,1389.0,0.0
1789155900,1.28011,2.11,1.3841,-902.0,-37.0,35.5,0.0,2024.7,820.2,611.2,593.3,848.0,0.0
1789156800,1.11886,1.95,1.2229,-939.0,26.0,34.4,0.0,2024.7,820.2,611.2,593.3,847.0,0.0
1789157700,1.11886,1.95,1.2229,-943.0,-54.0,33.3,0.0,2024.7,820.2,611.2,593.3,901.0,0.0
1789158600,1.06291,1.89,1.1669,-953.0,-8.0,32.2,22.0,2024.7,820.2,611.2,593.3,943.0,0.0
1789159500,1.00696,1.84,1.111,-619.0,37.0,31.1,0.0,2024.7,820.2,611.2,593.3,590.0,0.0
1789160400,0.62562,1.46,0.7296,0.0,493.0,31.1,0.0,2024.7,820.2,611.2,593.3,453.0,0.0
1789161300,0.62551,1.46,0.7295,0.0,788.0,31.1,0.0,2024.7,820.2,611.2,593.3,765.0,0.0
1789162200,0.60223,1.43,0.7062,0.0,808.0,31.1,0.0,2024.7,820.2,611.2,593.3,748.0,0.0
1789163100,0.5624,1.39,0.6664,9689.0,10692.0,42.2,0.0,2024.7,820.2,611.2,593.3,657.0,0.0
